517	2	1832
517	3	1938
517	0	1911
1832	6	1938
1938	5	2466
1911	7	2466
544	2	1534
544	3	2289
544	0	1911
1534	6	2289
2289	5	2466
1911	7	2466
573	2	1568
573	3	2114
573	0	1911
1568	6	2114
2114	5	2465
1911	7	2465
574	2	1514
574	0	1911
1911	7	2466
576	2	1821
576	3	2060
576	0	1911
1821	6	2060
2060	5	2466
1911	7	2466
580	2	1648
580	3	2190
580	0	1911
1648	6	2190
2190	5	2466
1911	7	2466
581	2	1809
581	0	1911
1911	7	2466
586	2	1774
586	0	1911
1911	7	2466
656	2	1517
656	3	2279
656	0	1911
1517	6	2279
2279	5	2466
1911	7	2466
674	2	1679
674	3	2168
674	0	1911
1679	6	2168
2168	5	2468
1911	7	2468
678	2	1534
678	3	2360
678	0	1911
1534	6	2360
2360	5	2465
1911	7	2465
685	2	1522
685	3	1986
685	0	1911
1522	6	1986
1986	5	2466
1911	7	2466
689	2	1765
689	0	1911
1911	7	2466
690	2	1534
690	3	1969
690	0	1911
1534	6	1969
1969	5	2466
1911	7	2466
691	2	1775
691	3	2011
691	0	1911
1775	6	2011
2011	5	2466
1911	7	2466
702	2	1673
702	3	2047
702	0	1911
1673	6	2047
2047	5	2466
1911	7	2466
742	2	1534
742	3	2055
742	0	1911
1534	6	2055
2055	5	2465
1911	7	2465
769	2	1638
769	3	2341
769	0	1911
1638	6	2341
2341	5	2467
1911	7	2467
772	2	1542
772	3	2025
772	0	1911
1542	6	2025
2025	5	2466
1911	7	2466
774	2	1534
774	0	1911
1911	7	2466
777	2	1592
777	3	2086
777	0	1911
1592	6	2086
2086	5	2466
1911	7	2466
793	2	1749
793	3	2151
793	0	1911
1749	6	2151
2151	5	2465
1911	7	2465
794	2	1896
794	3	2333
794	0	1911
1896	6	2333
2333	5	2465
1911	7	2465
797	2	1798
797	0	1911
1911	7	2466
804	3	2106
804	0	1911
2106	5	2466
1911	7	2466
805	2	1534
805	3	1950
805	0	1911
1534	6	1950
1950	5	2465
1911	7	2465
806	2	1798
806	3	2109
806	0	1911
1798	6	2109
2109	5	2466
1911	7	2466
811	2	1852
811	3	1925
811	0	1911
1852	6	1925
1925	5	2465
1911	7	2465
813	2	1594
813	3	2311
813	0	1911
1594	6	2311
2311	5	2466
1911	7	2466
817	2	1575
817	0	1911
1911	7	2466
820	2	1632
820	3	1960
820	0	1911
1632	6	1960
1960	5	2466
1911	7	2466
821	2	1852
821	3	2037
821	0	1911
1852	6	2037
2037	5	2465
1911	7	2465
823	2	1580
823	3	2255
823	0	1911
1580	6	2255
2255	5	2466
1911	7	2466
825	2	1852
825	3	2038
825	0	1911
1852	6	2038
2038	5	2465
1911	7	2465
829	2	1724
829	3	1917
829	0	1911
1724	6	1917
1917	5	2466
1911	7	2466
830	2	1698
830	3	2033
830	0	1911
1698	6	2033
2033	5	2466
1911	7	2466
835	2	1673
835	3	2045
835	0	1911
1673	6	2045
2045	5	2466
1911	7	2466
840	2	1698
840	3	1917
840	0	1911
1698	6	1917
1917	5	2466
1911	7	2466
873	2	1825
873	3	2258
873	0	1911
1825	6	2258
2258	5	2465
1911	7	2465
881	2	1683
881	3	2012
881	0	1911
1683	6	2012
2012	5	2466
1911	7	2466
882	2	1534
882	3	1948
882	0	1911
1534	6	1948
1948	5	2465
1911	7	2465
885	2	1534
885	3	1957
885	0	1911
1534	6	1957
1957	5	2465
1911	7	2465
895	2	1673
895	3	2045
895	0	1911
1673	6	2045
2045	5	2466
1911	7	2466
896	2	1611
896	3	2141
896	0	1911
1611	6	2141
2141	5	2468
1911	7	2468
898	2	1896
898	3	2343
898	0	1911
1896	6	2343
2343	5	2465
1911	7	2465
900	2	1739
900	3	2334
900	0	1911
1739	6	2334
2334	5	2466
1911	7	2466
901	2	1684
901	3	2371
901	0	1911
1684	6	2371
2371	5	2467
1911	7	2467
902	2	1634
902	3	2313
902	0	1911
1634	6	2313
2313	5	2464
1911	7	2464
903	2	1751
903	0	1911
1911	7	2467
907	2	1555
907	3	2331
907	0	1911
1555	6	2331
2331	5	2466
1911	7	2466
921	2	1534
921	0	1911
1911	7	2465
932	2	1580
932	3	2141
932	0	1911
1580	6	2141
2141	5	2466
1911	7	2466
937	2	1576
937	3	2045
937	0	1911
1576	6	2045
2045	5	2468
1911	7	2468
941	2	1576
941	3	2255
941	0	1911
1576	6	2255
2255	5	2466
1911	7	2466
947	2	1673
947	3	2141
947	0	1911
1673	6	2141
2141	5	2466
1911	7	2466
954	2	1576
954	3	2255
954	0	1911
1576	6	2255
2255	5	2466
1911	7	2466
955	2	1673
955	3	2146
955	0	1911
1673	6	2146
2146	5	2466
1911	7	2466
958	3	2307
958	0	1911
2307	5	2466
1911	7	2466
961	2	1580
961	3	2261
961	0	1911
1580	6	2261
2261	5	2466
1911	7	2466
962	2	1576
962	3	2141
962	0	1911
1576	6	2141
2141	5	2466
1911	7	2466
963	2	1580
963	3	2255
963	0	1911
1580	6	2255
2255	5	2466
1911	7	2466
964	2	1576
964	3	2141
964	0	1911
1576	6	2141
2141	5	2466
1911	7	2466
965	2	1673
965	3	2141
965	0	1911
1673	6	2141
2141	5	2468
1911	7	2468
967	2	1742
967	3	2141
967	0	1911
1742	6	2141
2141	5	2466
1911	7	2466
968	2	1580
968	3	2141
968	0	1911
1580	6	2141
2141	5	2466
1911	7	2466
969	2	1576
969	3	2200
969	0	1911
1576	6	2200
2200	5	2466
1911	7	2466
970	2	1576
970	3	2257
970	0	1911
1576	6	2257
2257	5	2466
1911	7	2466
972	2	1576
972	3	2141
972	0	1911
1576	6	2141
2141	5	2466
1911	7	2466
976	2	1505
976	3	2302
976	0	1911
1505	6	2302
2302	5	2464
1911	7	2464
977	2	1576
977	3	2255
977	0	1911
1576	6	2255
2255	5	2466
1911	7	2466
978	2	1852
978	3	2058
978	0	1911
1852	6	2058
2058	5	2465
1911	7	2465
986	2	1589
986	3	2141
986	0	1911
1589	6	2141
2141	5	2466
1911	7	2466
1011	2	1576
1011	0	1911
1911	7	2466
1012	2	1714
1012	3	2135
1012	0	1911
1714	6	2135
2135	5	2466
1911	7	2466
1013	2	1576
1013	3	2257
1013	0	1911
1576	6	2257
2257	5	2466
1911	7	2466
1015	2	1576
1015	3	2220
1015	0	1911
1576	6	2220
2220	5	2466
1911	7	2466
1016	2	1576
1016	3	2179
1016	0	1911
1576	6	2179
2179	5	2466
1911	7	2466
1025	2	1836
1025	3	1917
1025	0	1911
1836	6	1917
1917	5	2465
1911	7	2465
1026	2	1673
1026	3	2169
1026	0	1911
1673	6	2169
2169	5	2464
1911	7	2464
1032	2	1639
1032	3	2220
1032	0	1911
1639	6	2220
2220	5	2466
1911	7	2466
1033	2	1580
1033	3	2064
1033	0	1911
1580	6	2064
2064	5	2466
1911	7	2466
1034	2	1576
1034	3	2141
1034	0	1911
1576	6	2141
2141	5	2466
1911	7	2466
1035	2	1576
1035	3	2141
1035	0	1911
1576	6	2141
2141	5	2466
1911	7	2466
1036	2	1673
1036	3	2210
1036	0	1911
1673	6	2210
2210	5	2466
1911	7	2466
1039	2	1576
1039	3	2141
1039	0	1911
1576	6	2141
2141	5	2466
1911	7	2466
1040	2	1576
1040	3	2215
1040	0	1911
1576	6	2215
2215	5	2466
1911	7	2466
1051	2	1550
1051	3	2143
1051	0	1911
1550	6	2143
2143	5	2466
1911	7	2466
1061	2	1580
1061	3	2135
1061	0	1911
1580	6	2135
2135	5	2466
1911	7	2466
1064	2	1580
1064	3	2260
1064	0	1911
1580	6	2260
2260	5	2466
1911	7	2466
1074	2	1576
1074	3	2141
1074	0	1911
1576	6	2141
2141	5	2466
1911	7	2466
1076	2	1576
1076	3	2141
1076	0	1911
1576	6	2141
2141	5	2466
1911	7	2466
1081	2	1579
1081	3	2141
1081	0	1911
1579	6	2141
2141	5	2468
1911	7	2468
1083	2	1576
1083	3	2141
1083	0	1911
1576	6	2141
2141	5	2466
1911	7	2466
1084	2	1576
1084	3	2141
1084	0	1911
1576	6	2141
2141	5	2466
1911	7	2466
1085	2	1565
1085	3	2109
1085	0	1911
1565	6	2109
2109	5	2466
1911	7	2466
1090	2	1576
1090	3	2220
1090	0	1911
1576	6	2220
2220	5	2466
1911	7	2466
1091	2	1607
1091	3	2364
1091	0	1911
1607	6	2364
2364	5	2466
1911	7	2466
1093	2	1576
1093	3	2044
1093	0	1911
1576	6	2044
2044	5	2466
1911	7	2466
1095	2	1585
1095	3	2141
1095	0	1911
1585	6	2141
2141	5	2466
1911	7	2466
1107	2	1576
1107	3	2257
1107	0	1911
1576	6	2257
2257	5	2466
1911	7	2466
1110	2	1580
1110	3	2296
1110	0	1911
1580	6	2296
2296	5	2466
1911	7	2466
1111	2	1673
1111	3	2047
1111	0	1911
1673	6	2047
2047	5	2466
1911	7	2466
1112	2	1576
1112	3	2141
1112	0	1911
1576	6	2141
2141	5	2466
1911	7	2466
1121	2	1836
1121	3	1917
1121	0	1911
1836	6	1917
1917	5	2465
1911	7	2465
1128	2	1836
1128	3	1917
1128	0	1911
1836	6	1917
1917	5	2465
1911	7	2465
86	2	1683
86	3	2063
86	0	1911
1683	6	2063
2063	5	2464
1911	7	2464
37	2	1560
37	3	2276
37	0	1911
1560	6	2276
2276	5	2465
1911	7	2465
79	2	1576
79	3	2229
79	0	1911
1576	6	2229
2229	5	2466
1911	7	2466
223	2	1576
223	3	2042
223	0	1911
1576	6	2042
2042	5	2465
1911	7	2465
58	2	1852
58	3	2141
58	0	1911
1852	6	2141
2141	5	2466
1911	7	2466
69	2	1576
69	3	2141
69	0	1911
1576	6	2141
2141	5	2466
1911	7	2466
122	2	1590
122	3	2141
122	0	1911
1590	6	2141
2141	5	2466
1911	7	2466
2466	5	2404
94	2	1537
94	3	2334
94	0	1911
1537	6	2334
2334	5	2466
1911	7	2466
2466	5	2411
131	2	1865
131	3	2297
131	0	1911
1865	6	2297
2297	5	2466
1911	7	2466
150	2	1585
150	3	2285
150	0	1911
1585	6	2285
2285	5	2466
1911	7	2466
70	2	1729
70	3	2263
70	0	1911
1729	6	2263
2263	5	2466
1911	7	2466
132	2	1576
132	3	2254
132	0	1911
1576	6	2254
2254	5	2466
1911	7	2466
137	2	1638
137	3	2343
137	0	1911
1638	6	2343
2343	5	2468
1911	7	2468
12	3	2047
12	0	1911
2047	5	2466
1911	7	2466
2466	5	2404
161	2	1526
161	0	1911
1911	7	2466
197	2	1506
197	3	2333
197	0	1911
1506	6	2333
2333	5	2466
1911	7	2466
2466	5	2435
13	2	1576
13	3	2220
13	0	1911
1576	6	2220
2220	5	2466
1911	7	2466
2466	5	2431
115	2	1580
115	0	1911
1911	7	2466
2466	5	2383
219	2	1580
219	3	2255
219	0	1911
1580	6	2255
2255	5	2466
1911	7	2466
170	2	1818
170	3	2233
170	0	1911
1818	6	2233
2233	5	2466
1911	7	2466
255	2	1836
255	3	1917
255	0	1911
1836	6	1917
1917	5	2465
1911	7	2465
243	2	1576
243	3	2135
243	0	1911
1576	6	2135
2135	5	2466
1911	7	2466
169	2	1855
169	3	2029
169	0	1911
1855	6	2029
2029	5	2466
1911	7	2466
145	2	1702
145	3	2216
145	0	1911
1702	6	2216
2216	5	2464
1911	7	2464
2464	5	2404
228	3	2141
228	0	1911
2141	5	2466
1911	7	2466
144	2	1712
144	3	2220
144	0	1911
1712	6	2220
2220	5	2466
1911	7	2466
184	2	1576
184	3	2141
184	0	1911
1576	6	2141
2141	5	2466
1911	7	2466
2466	5	2383
247	2	1638
247	3	2341
247	0	1911
1638	6	2341
2341	5	2466
1911	7	2466
177	2	1889
177	3	2109
177	0	1911
1889	6	2109
2109	5	2466
1911	7	2466
189	2	1580
189	3	2141
189	0	1911
1580	6	2141
2141	5	2466
1911	7	2466
301	2	1872
301	3	2175
301	0	1911
1872	6	2175
2175	5	2466
1911	7	2466
268	2	1628
268	0	1911
1911	7	2466
196	2	1722
196	3	2141
196	0	1911
1722	6	2141
2141	5	2465
1911	7	2465
304	2	1534
304	0	1911
1911	7	2465
2465	5	2383
248	2	1534
248	3	2045
248	0	1911
1534	6	2045
2045	5	2465
1911	7	2465
188	2	1559
188	3	1934
188	0	1911
1559	6	1934
1934	5	2466
1911	7	2466
1347	2	1576
1347	3	2255
1347	0	1911
1576	6	2255
2255	5	2466
1911	7	2466
2466	5	2431
109	2	1576
109	3	2237
109	0	1911
1576	6	2237
2237	5	2466
1911	7	2466
261	2	1576
261	3	2135
261	0	1911
1576	6	2135
2135	5	2466
1911	7	2466
356	2	1639
356	3	2141
356	0	1911
1639	6	2141
2141	5	2466
1911	7	2466
373	2	1639
373	3	2220
373	0	1911
1639	6	2220
2220	5	2466
1911	7	2466
2466	5	2404
175	2	1502
175	3	2342
175	0	1911
1502	6	2342
2342	5	2465
1911	7	2465
2465	5	2416
295	2	1534
295	3	2332
295	0	1911
1534	6	2332
2332	5	2465
1911	7	2465
98	2	1871
98	3	2126
98	0	1911
1871	6	2126
2126	5	2465
1911	7	2465
1374	2	1871
1374	3	1965
1374	0	1911
1871	6	1965
1965	5	2465
1911	7	2465
2465	5	2431
155	2	1646
155	0	1911
1911	7	2467
102	2	1673
102	3	2045
102	0	1911
1673	6	2045
2045	5	2466
1911	7	2466
168	3	2322
168	0	1911
2322	5	2466
1911	7	2466
366	0	1911
1911	7	2464
265	2	1868
265	3	2282
265	0	1911
1868	6	2282
2282	5	2468
1911	7	2468
254	2	1556
254	3	2314
254	0	1911
1556	6	2314
2314	5	2466
1911	7	2466
293	2	1836
293	3	1917
293	0	1911
1836	6	1917
1917	5	2465
1911	7	2465
179	2	1517
179	3	1978
179	0	1911
1517	6	1978
1978	5	2466
1911	7	2466
148	2	1648
148	3	2123
148	0	1911
1648	6	2123
2123	5	2466
1911	7	2466
358	2	1638
358	3	2341
358	0	1911
1638	6	2341
2341	5	2467
1911	7	2467
256	2	1654
256	0	1911
1911	7	2466
284	3	2333
284	0	1911
2333	5	2466
1911	7	2466
242	2	1530
242	3	2349
242	0	1911
1530	6	2349
2349	5	2466
1911	7	2466
2466	5	2404
162	2	1638
162	3	2341
162	0	1911
1638	6	2341
2341	5	2466
1911	7	2466
299	2	1517
299	3	2225
299	0	1911
1517	6	2225
2225	5	2466
1911	7	2466
2466	5	2431
369	2	1673
369	0	1911
1911	7	2466
292	2	1648
292	3	2333
292	0	1911
1648	6	2333
2333	5	2467
1911	7	2467
2467	5	2431
318	2	1677
318	0	1911
1911	7	2466
130	2	1736
130	3	2090
130	0	1911
1736	6	2090
2090	5	2466
1911	7	2466
267	2	1641
267	3	2337
267	0	1911
1641	6	2337
2337	5	2467
1911	7	2467
2467	5	2431
1360	2	1763
1360	3	2356
1360	0	1911
1763	6	2356
2356	5	2464
1911	7	2464
2464	5	2383
38	2	1558
38	3	2109
38	0	1911
1558	6	2109
2109	5	2466
1911	7	2466
33	0	1911
1911	7	2466
10	2	1846
10	3	1982
10	0	1911
1846	6	1982
1982	5	2465
1911	7	2465
2465	5	2397
14	2	1816
14	3	2244
14	0	1911
1816	6	2244
2244	5	2466
1911	7	2466
2466	5	2397
40	2	1627
40	0	1911
1911	7	2466
2466	5	2431
45	2	1593
45	3	2091
45	0	1911
1593	6	2091
2091	5	2466
1911	7	2466
2466	5	2411
66	2	1635
66	3	2045
66	0	1911
1635	6	2045
2045	5	2466
1911	7	2466
2466	5	2411
27	2	1517
27	3	2225
27	0	1911
1517	6	2225
2225	5	2466
1911	7	2466
2466	5	2432
43	0	1911
1911	7	2466
2466	5	2411
30	2	1829
30	0	1910
1910	7	2465
2465	5	2396
47	2	1648
47	3	2369
47	0	1911
1648	6	2369
2369	5	2466
1911	7	2466
2466	5	2431
1335	2	1836
1335	3	1917
1335	0	1911
1836	6	1917
1917	5	2465
1911	7	2465
2465	5	2397
1336	2	1813
1336	3	2047
1336	0	1911
1813	6	2047
2047	5	2466
1911	7	2466
2466	5	2397
1345	2	1534
1345	0	1911
1911	7	2465
2465	5	2397
399	2	1534
399	0	1911
1911	7	2465
2465	5	2406
403	2	1859
403	3	2070
403	0	1911
1859	6	2070
2070	5	2466
1911	7	2466
427	2	1824
427	3	2314
427	0	1911
1824	6	2314
2314	5	2466
1911	7	2466
2466	5	2404
386	3	2026
386	0	1911
2026	5	2466
1911	7	2466
2466	5	2419
428	2	1701
428	3	1973
428	0	1911
1701	6	1973
1973	5	2466
1911	7	2466
2466	5	2411
1399	2	1751
1399	0	1911
1911	7	2466
440	2	1615
440	3	2050
440	0	1911
1615	6	2050
2050	5	2466
1911	7	2466
2466	5	2411
431	2	1627
431	3	2141
431	0	1911
1627	6	2141
2141	5	2466
1911	7	2466
2466	5	2410
660	2	1843
660	3	2283
660	0	1911
1843	6	2283
2283	5	2466
1911	7	2466
383	2	1777
383	3	2324
383	0	1911
1777	6	2324
2324	5	2466
1911	7	2466
2466	5	2411
354	2	1873
354	0	1911
1911	7	2466
363	2	1782
363	3	2033
363	0	1911
1782	6	2033
2033	5	2466
1911	7	2466
340	2	1745
340	3	2114
340	0	1911
1745	6	2114
2114	5	2466
1911	7	2466
141	2	1673
141	3	2047
141	0	1911
1673	6	2047
2047	5	2466
1911	7	2466
103	2	1797
103	0	1911
1911	7	2466
298	2	1517
298	3	2004
298	0	1911
1517	6	2004
2004	5	2466
1911	7	2466
193	2	1539
193	3	2033
193	0	1911
1539	6	2033
2033	5	2465
1911	7	2465
1351	2	1539
1351	3	2114
1351	0	1911
1539	6	2114
2114	5	2465
1911	7	2465
73	2	1720
73	3	2052
73	0	1911
1720	6	2052
2052	5	2468
1911	7	2468
2468	5	2397
591	2	1720
591	3	2345
591	0	1911
1720	6	2345
2345	5	2468
1911	7	2468
59	2	1517
59	0	1911
1911	7	2466
2466	5	2397
5	2	1517
5	3	2002
5	0	1911
1517	6	2002
2002	5	2466
1911	7	2466
2466	5	2397
1	2	1517
1	3	2278
1	0	1911
1517	6	2278
2278	5	2466
1911	7	2466
2466	5	2397
1305	2	1707
1305	3	2124
1305	0	1911
1707	6	2124
2124	5	2466
1911	7	2466
2466	5	2454
411	3	2235
411	0	1911
2235	5	2465
1911	7	2465
296	2	1517
296	3	2278
296	0	1911
1517	6	2278
2278	5	2466
1911	7	2466
1344	2	1740
1344	3	2194
1344	0	1911
1740	6	2194
2194	5	2466
1911	7	2466
227	2	1615
227	0	1911
1911	7	2465
1470	2	1505
1470	3	1915
1470	0	1911
1505	6	1915
1915	5	2464
1911	7	2464
1378	2	1673
1378	3	2045
1378	0	1911
1673	6	2045
2045	5	2466
1911	7	2466
226	2	1825
226	0	1911
1911	7	2466
229	2	1716
229	3	2109
229	0	1911
1716	6	2109
2109	5	2467
1911	7	2467
2467	5	2383
186	2	1720
186	3	2052
186	0	1911
1720	6	2052
2052	5	2468
1911	7	2468
288	3	2031
288	0	1911
2031	5	2465
